Experiment Number: 2
	Model Name:	 Run #	 time
	base	1	0.00329613685608
	base	2	0.00187182426453
	base	3	0.00166988372803
	base	4	0.00152897834778
	base	5	0.00174784660339
	base	6	0.00200796127319
	base	7	0.00171279907227
	base	8	0.0010359287262
	base	9	0.00153994560242
	base	10	0.00110197067261
	base	11	0.00153708457947
	base	12	0.00127196311951
	base	13	0.000770092010498
	base	14	0.000911951065063
	base	15	0.00134086608887
	base	16	0.00121402740479
	base	17	0.00209188461304
	base	18	0.0013689994812
	base	19	0.00224995613098
	base	20	0.00194692611694
base Mean:	0.00161085128784


	ccb	1	0.00242114067078
	ccb	2	0.00173807144165
	ccb	3	0.00195097923279
	ccb	4	0.00182294845581
	ccb	5	0.00195002555847
	ccb	6	0.00161218643188
	ccb	7	0.0017409324646
	ccb	8	0.00126385688782
	ccb	9	0.00182700157166
	ccb	10	0.00230002403259
	ccb	11	0.00211000442505
	ccb	12	0.0013689994812
	ccb	13	0.00095796585083
	ccb	14	0.00111508369446
	ccb	15	0.00137901306152
	ccb	16	0.00142312049866
	ccb	17	0.00168204307556
	ccb	18	0.00152206420898
	ccb	19	0.00149989128113
	ccb	20	0.00127196311951
ccb Mean:	0.00164786577225


	mip1	1	0.00190997123718
	mip1	2	0.00139188766479
	mip1	3	0.00140619277954
	mip1	4	0.00134515762329
	mip1	5	0.00154685974121
	mip1	6	0.00122690200806
	mip1	7	0.00204801559448
	mip1	8	0.000960826873779
	mip1	9	0.00149607658386
	mip1	10	0.00112581253052
	mip1	11	0.00137710571289
	mip1	12	0.00111389160156
	mip1	13	0.00124907493591
	mip1	14	0.00090503692627
	mip1	15	0.00106287002563
	mip1	16	0.00124287605286
	mip1	17	0.00138282775879
	mip1	18	0.00130891799927
	mip1	19	0.00129795074463
	mip1	20	0.00110793113708
mip1 Mean:	0.00132530927658


	mip2	1	0.0024528503418
	mip2	2	0.00185179710388
	mip2	3	0.00182008743286
	mip2	4	0.00208711624146
	mip2	5	0.00181794166565
	mip2	6	0.00161194801331
	mip2	7	0.00262308120728
	mip2	8	0.00110507011414
	mip2	9	0.00167489051819
	mip2	10	0.00124096870422
	mip2	11	0.00184416770935
	mip2	12	0.00133991241455
	mip2	13	0.000949144363403
	mip2	14	0.00118494033813
	mip2	15	0.00131511688232
	mip2	16	0.00192999839783
	mip2	17	0.00185108184814
	mip2	18	0.00180602073669
	mip2	19	0.00177884101868
	mip2	20	0.00168991088867
mip2 Mean:	0.00169874429703


	mip3	1	0.00442099571228
	mip3	2	0.00176405906677
	mip3	3	0.00190019607544
	mip3	4	0.00172805786133
	mip3	5	0.00212693214417
	mip3	6	0.00142192840576
	mip3	7	0.00171709060669
	mip3	8	0.0011579990387
	mip3	9	0.00189399719238
	mip3	10	0.00137495994568
	mip3	11	0.00244212150574
	mip3	12	0.00127911567688
	mip3	13	0.000695943832397
	mip3	14	0.00105881690979
	mip3	15	0.00253796577454
	mip3	16	0.00153803825378
	mip3	17	0.00175809860229
	mip3	18	0.00155305862427
	mip3	19	0.00251007080078
	mip3	20	0.00154304504395
mip3 Mean:	0.00182112455368


	tuner	1	0.00148797035217
	tuner	2	0.00109887123108
	tuner	3	0.0010678768158
	tuner	4	0.00120997428894
	tuner	5	0.000854969024658
	tuner	6	0.00137495994568
	tuner	7	0.00132203102112
	tuner	8	0.000827074050903
	tuner	9	0.00116991996765
	tuner	10	0.00112509727478
	tuner	11	0.00135588645935
	tuner	12	0.000843048095703
	tuner	13	0.000778913497925
	tuner	14	0.0016930103302
	tuner	15	0.00177097320557
	tuner	16	0.00204992294312
	tuner	17	0.00108790397644
	tuner	18	0.00379395484924
	tuner	19	0.00174808502197
	tuner	20	0.00170302391052
tuner Mean:	0.00141817331314


