Experiment Number: 3
	Model Name:	 Run #	 time
	base	1	0.00309205055237
	base	2	0.00122785568237
	base	3	0.00128197669983
	base	4	0.00266003608704
	base	5	0.00163793563843
	base	6	0.000953912734985
	base	7	0.00140690803528
	base	8	0.000654935836792
	base	9	0.0013599395752
	base	10	0.00115394592285
	base	11	0.00110006332397
	base	12	0.00216698646545
	base	13	0.000931024551392
	base	14	0.00126099586487
	base	15	0.00150108337402
	base	16	0.00128293037415
	base	17	0.00134611129761
	base	18	0.00124001502991
	base	19	0.00132298469543
	base	20	0.00373506546021
baseMean:	0.00156583786011baseStandard Deviation:	0.000749851418945baseVariance:	5.62277150493e-07


	ccb	1	0.0020809173584
	ccb	2	0.00163507461548
	ccb	3	0.00152206420898
	ccb	4	0.00254511833191
	ccb	5	0.00187301635742
	ccb	6	0.00116801261902
	ccb	7	0.00151801109314
	ccb	8	0.000726938247681
	ccb	9	0.00178599357605
	ccb	10	0.00135612487793
	ccb	11	0.00122284889221
	ccb	12	0.00301790237427
	ccb	13	0.00111603736877
	ccb	14	0.00157403945923
	ccb	15	0.0015070438385
	ccb	16	0.00110507011414
	ccb	17	0.0011990070343
	ccb	18	0.000802040100098
	ccb	19	0.00197315216064
	ccb	20	0.00180292129517
ccbMean:	0.00157656669617ccbStandard Deviation:	0.000541487117734ccbVariance:	2.93208298672e-07


	mip1	1	0.00109815597534
	mip1	2	0.000939846038818
	mip1	3	0.00103187561035
	mip1	4	0.00184202194214
	mip1	5	0.00116300582886
	mip1	6	0.000674962997437
	mip1	7	0.000954866409302
	mip1	8	0.000478029251099
	mip1	9	0.00103712081909
	mip1	10	0.00084400177002
	mip1	11	0.000852108001709
	mip1	12	0.00161814689636
	mip1	13	0.000868082046509
	mip1	14	0.00100994110107
	mip1	15	0.00104880332947
	mip1	16	0.000913143157959
	mip1	17	0.00106883049011
	mip1	18	0.00116395950317
	mip1	19	0.00120711326599
	mip1	20	0.00162410736084
mip1Mean:	0.00107190608978mip1Standard Deviation:	0.000312066914262mip1Variance:	9.7385758977e-08


	mip2	1	0.00138998031616
	mip2	2	0.0011510848999
	mip2	3	0.00107598304749
	mip2	4	0.00178003311157
	mip2	5	0.00171780586243
	mip2	6	0.000679016113281
	mip2	7	0.00113010406494
	mip2	8	0.000460147857666
	mip2	9	0.00123500823975
	mip2	10	0.00107002258301
	mip2	11	0.000924825668335
	mip2	12	0.00223994255066
	mip2	13	0.000685930252075
	mip2	14	0.00200486183167
	mip2	15	0.00145888328552
	mip2	16	0.0022120475769
	mip2	17	0.0012309551239
	mip2	18	0.000533103942871
	mip2	19	0.001140832901
	mip2	20	0.00187206268311
mip2Mean:	0.00129963159561mip2Standard Deviation:	0.00051783773048mip2Variance:	2.68155915109e-07


	mip3	1	0.00161290168762
	mip3	2	0.00111198425293
	mip3	3	0.00120902061462
	mip3	4	0.00219917297363
	mip3	5	0.00192403793335
	mip3	6	0.000675916671753
	mip3	7	0.00129199028015
	mip3	8	0.000478029251099
	mip3	9	0.00144815444946
	mip3	10	0.00102806091309
	mip3	11	0.000941038131714
	mip3	12	0.00251603126526
	mip3	13	0.00120878219604
	mip3	14	0.00118899345398
	mip3	15	0.00134491920471
	mip3	16	0.00108981132507
	mip3	17	0.00112295150757
	mip3	18	0.000519990921021
	mip3	19	0.00116491317749
	mip3	20	0.00222706794739
mip3Mean:	0.0013151884079mip3Standard Deviation:	0.000533283532125mip3Variance:	2.84391325636e-07


	tuner	1	0.00111985206604
	tuner	2	0.00100302696228
	tuner	3	0.000909805297852
	tuner	4	0.00255298614502
	tuner	5	0.00161099433899
	tuner	6	0.000923871994019
	tuner	7	0.00132513046265
	tuner	8	0.000638008117676
	tuner	9	0.00234317779541
	tuner	10	0.00143313407898
	tuner	11	0.00102806091309
	tuner	12	0.00529408454895
	tuner	13	0.00124788284302
	tuner	14	0.00103497505188
	tuner	15	0.00103878974915
	tuner	16	0.000793933868408
	tuner	17	0.00107598304749
	tuner	18	0.000546932220459
	tuner	19	0.00154209136963
	tuner	20	0.00246500968933
tunerMean:	0.00149638652802tunerStandard Deviation:	0.00103226980739tunerVariance:	1.06558095524e-06


